 80 4 29.996 1.000
 81 1 55.083 1.250
 81 1 57.098  .526
 82 1 42.804  .833
 82 1 44.164 1.000
 82 1 44.964 1.111
 83 4 23.932  .909
 84 4 22.935  .769
 85 3 25.424  .909
 86 4 23.584 1.111
 87 4 51.236  .769
 88 3 59.113  .833
 89 3 57.112  .833
 90 3 52.096  .909
 91 3 49.057  .909
 91 3 50.754  .833
 92 4 25.281 1.000
 93 3 54.899 1.000
 94 4 56.331 1.429
 94 4 57.884 1.111
 94 4 58.209  .833
 95 1 45.136  .714
 95 1 46.308  .556
 96 3 61.180 2.000
 97 4 41.875 1.000
 98 3 47.537 1.000
 99 3 46.453 1.429
100 4 30.448 1.000
100 4 32.003 1.250
101 4 23.184  .769
102 4 20.211 2.000
103 4 24.120  .909
104 1 33.106  .909
104 1 37.588  .833
105 1 39.343 1.000
105 1 52.320  .667
106 4 57.090  .833
107 1 43.945  .769
107 1 48.214  .625
107 1 51.069  .667
107 1 52.162  .625
107 1 54.075  .526
107 1 62.053  .417
108 3 55.756  .714
109 1 29.481  .059
110 3 27.384  .909
110 3 33.114  .833
110 3 38.823 1.111
111 4 19.036  .833
111 4 31.617 1.000
112 2 24.027 1.250
112 2 34.686 1.111
112 2 35.012 1.111
113 3 21.478  .769
113 3 33.394  .714
114 1 44.329  .085
114 1 44.674  .076
114 1 44.873  .065
114 1 45.254  .056
115 1 48.841  .833
115 1 50.344  .714
115 1 51.573  .769
115 1 63.239  .189
116 4 43.097 1.250
116 4 57.804 1.000
116 4 58.861 1.111
117 3 40.917  .833
117 3 55.165  .833
118 3 36.854  .833
118 3 40.641  .833
118 3 45.681  .769
118 3 46.869  .769
118 3 51.050  .833
119 3 40.802  .714
119 3 44.846  .667
120 3 33.938  .909
120 3 48.550  .833
121 4 31.028 1.111
121 4 34.815 1.111
122 3 32.706  .909
122 3 34.119 1.000
122 3 47.198 1.000
123 3 47.403  .833
123 3 59.685  .833
123 3 59.800  .909
123 3 61.895  .769
124 1 58.864  .053
125 4 31.953  .909
126 3 52.131  .769
127 1 28.723  .833
127 1 31.951 1.111
128 4 20.939  .833
128 4 35.250  .833
129 2 18.012 1.000
129 2 31.014  .833
130 1 23.422  .714
130 1 24.821  .667
130 1 24.906  .909
130 1 26.634  .769
130 1 30.664  .625
130 1 36.969  .345
130 1 39.143  .244
130 1 39.231  .208
131 3 21.188 1.000
131 3 28.430  .909
131 3 36.011  .909
132 4 18.637 1.429
132 4 29.569 1.250
133 2 18.242 1.000
133 2 22.434 1.111
133 2 24.498 1.667
133 2 25.333 1.000
133 2 26.029  .909
134 4 18.437 1.111
134 4 29.158 1.111
135 4 54.136  .909
135 4 57.221 1.000
136 1 36.378 1.000
136 1 37.235  .909
137 4 33.733 1.429
137 4 45.566 1.250
138 1 52.225  .114
138 1 53.035  .095
138 1 53.676  .048
139 4 24.975 1.000
140 4 27.570 1.111
141 4 24.367 1.250
142 1 59.477  .270
143 4 36.066  .909
144 4 32.120 1.000
145 4 31.176 1.111
146 4 49.793 1.000
147 4 59.595 1.000
148 4 56.200 1.250
149 4 26.653 1.250
150 3 46.642 1.250
150 3 57.070 1.000
150 3 57.843  .714
151 3 54.617 1.000
152 4 40.709 1.111
153 4 49.125 1.250
154 2 45.906  .072
155 1 39.003  .769
156 4 34.319 1.000
157 2 31.650  .769
157 2 39.510  .714
157 2 41.780  .500
158 1 25.459 1.000
159 4 33.999 1.250
160 1 28.539  .833
160 1 28.778  .833
160 1 36.805  .526
160 1 37.848  .455
161 1 45.150  .135
161 1 47.532  .083
162 1 39.910 1.000
162 1 43.211  .833
162 1 44.134  .909
162 1 50.456  .455
162 1 50.831  .476
163 1 50.368  .068
164 1 35.778 1.000
165 3 50.858  .909
165 3 53.322 1.000
165 3 55.485  .909
166 4 31.034 1.000
167 4 25.990 1.111
168 4 23.379  .714
169 4 29.492 1.250
170 3 37.714 1.429
171 3 34.313 1.000
171 3 34.793 1.111
172 4 26.355 1.667
173 1 28.142 1.000
174 3 30.563 1.667
174 3 30.724 1.667
174 3 30.867 1.667
174 3 31.767 1.429
175 1 43.107 1.000
175 1 44.312 1.000
175 1 54.524  .333
175 1 55.042  .244
175 1 55.589  .204
175 1 56.112  .152
175 1 56.586  .120
176 4 39.978 1.000
176 4 42.943 1.111
177 1 33.350  .769
177 1 36.925  .667
177 1 43.422  .435
178 1 22.021  .909
178 1 23.477 1.000
179 1 47.269  .108
179 1 48.298  .063
180 4 28.011 1.429
181 4 25.265 1.000
182 1 23.428  .714
182 1 24.698  .909
183 1 49.634  .667
183 1 53.383  .714
183 1 54.426  .667
183 1 60.999  .385
183 1 61.500  .345
183 1 62.215  .263
183 1 63.455  .238
183 1 63.496  .227
183 1 63.704  .189
183 1 64.049  .161
183 1 64.931  .154
184 1 24.359 1.000
185 2 22.483  .769
185 2 31.138 1.000
186 1 19.806  .909
186 1 28.479 1.250
187 4 26.196 1.250
187 4 38.286 1.429
188 2 19.822 1.250
188 2 21.621 1.250
188 2 27.233 1.250
188 2 31.680 1.250
188 2 31.721 1.250
188 2 33.407 1.250
188 2 34.193 1.111
188 2 34.845 1.111
189 1 20.170 1.111
189 1 31.899 1.111
189 1 32.107 1.111
190 4 18.946 1.111
190 4 31.036 1.111
190 4 33.150 1.000
191 2 28.337  .833
191 2 29.791  .909
192 2 39.573  .833
192 2 44.709  .667
192 2 46.888  .625
193 1 47.261  .093
194 1 24.225 1.111
194 1 25.454 1.429
194 1 31.113 1.111
194 1 31.532  .909
194 1 36.876  .833
194 1 36.953  .833
194 1 37.164  .833
194 1 38.886  .714
195 1 28.433 1.000
195 1 30.735  .714
195 1 31.001  .667
196 3 20.463 1.111
196 3 33.812 1.111
197 4 19.113 1.111
197 4 24.027 1.250
198 3 43.116  .833
199 2 37.394 1.111
200 2 25.916 1.111
200 2 26.409 1.111
200 2 27.047 1.250
201 1 52.504  .313
201 1 53.922  .169
202 1 69.974  .106
203 1 47.121  .625
203 1 55.619  .455
204 1 22.524  .833
205 3 44.356 1.111
206 1 50.034  .063
207 4 26.415 1.000
207 4 28.726 1.429
207 4 30.450 1.429
207 4 31.926 1.000
207 4 39.907 1.000
207 4 39.964 1.000
208 4 25.410 1.250
208 4 26.407 1.111
208 4 27.836 1.667
208 4 28.726 1.111
208 4 30.450 1.250
208 4 31.589 1.250
208 4 34.015  .909
208 4 39.964 1.111
209 1 27.967  .769
209 1 32.841  .714
209 1 32.914  .714
209 1 33.739  .714
209 1 41.760  .909
209 1 42.376  .769
209 1 43.055  .667
210 1 48.871  .128
210 1 49.659  .056
211 4 46.875 1.000
212 4 40.214 1.000
212 4 47.266  .909
213 2 21.514 1.111
213 2 23.962 1.111
213 2 26.825 1.250
214 4 20.958 1.429
214 4 22.445 1.111
214 4 23.778 1.429
214 4 25.760 1.429
215 2 22.212 1.111
216 4 20.871 2.000
216 4 27.932 1.429
217 3 19.775 1.250
217 3 26.828  .909
218 1 27.299  .667
219 1 34.839  .909
220 4 32.416 1.000
221 1 58.809  .133
221 1 60.671  .063
222 4 23.762 1.429
223 1 43.773  .095
224 4 24.865 1.000
225 1 21.717 1.250
225 1 27.718  .909
225 1 31.050  .714
225 1 35.110  .476
225 1 35.565  .476
225 1 35.833  .400
225 1 36.063  .455
226 1 40.616  .303
227 1 18.595  .769
227 1 20.509 1.000
228 3 33.626  .909
228 3 34.081 1.429
228 3 35.499 1.429
228 3 41.002 1.429
229 3 45.166  .714
230 2 30.951 1.000
231 1 49.662  .714
231 1 52.925  .556
231 1 55.253  .556
232 4 22.845  .833
233 4 29.895  .909
233 4 33.930 1.429
234 1 42.902  .833
234 1 44.903  .667
235 1 40.917  .909
235 1 42.045  .714
236 4 30.010  .769
237 4 22.040  .909
237 4 35.201 1.111
238 3 18.716  .556
238 3 27.357  .909
239 4 29.361 1.000
239 4 42.522 1.429
240 1 37.539  .909
240 1 38.708  .833
240 1 39.666 1.250
241 1 26.333  .476
241 1 27.058  .476
241 1 29.610  .400
241 1 29.947  .345
241 1 36.189  .172
242 2 28.860 1.000
242 2 29.470 1.111
242 2 31.877 1.250
242 2 39.206 1.111
242 2 40.162 1.111
243 1 36.597 1.000
243 1 43.477 1.111
244 1 18.927  .909
244 1 19.165  .909
244 1 19.417 1.000
244 1 19.751  .909
245 1 65.802  .333
245 1 66.609  .244
245 1 67.685  .143
246 1 63.387  .357
247 2 19.452  .909
248 1 45.372  .417
249 1 38.105  .833
249 1 43.039  .909
250 4 46.256 1.000
251 4 46.628 1.429
252 1 45.054  .169
252 1 46.459  .069
253 4 48.838 1.429
254 4 41.024 1.250
255 3 77.602 1.429
256 1 39.923  .588
256 1 45.749  .667
257 2 19.989 1.000
257 2 21.821  .909
258 1 18.426 1.250
258 1 24.233 1.250
258 1 32.775 1.111
259 1 50.144  .667
260 4 23.565 1.429
261 4 19.693 1.000
261 4 35.975 1.000
262 1 18.762 1.000
262 1 34.834  .667
263 4 32.821 1.000
264 1 21.065 1.000
264 1 37.136  .526
265 1 31.050 1.111
266 4 25.207 1.000
267 2 22.303  .833
268 1 26.779 1.429
268 1 27.603 1.250
269 1 46.111  .094
270 1 49.626  .100
270 1 50.894  .061
271 1 25.621 1.000
271 1 30.010  .909
271 1 31.447  .909
271 1 33.593 1.000
271 1 35.425 1.111
271 1 36.734  .833
271 1 40.731  .625
272 1 36.805  .357
272 1 37.993  .179
273 1 24.827  .714
273 1 30.064  .435
274 1 23.192 1.000
274 1 28.060 1.000
274 1 30.086 1.000
274 1 36.041 1.000
274 1 36.750  .769
275 1 26.620 1.111
276 1 29.437  .833
276 1 29.533 1.000
276 1 40.211  .769
276 1 40.638  .769
276 1 41.172  .769
276 1 41.856  .714
277 1 48.564  .185
278 2 23.896  .769
278 2 24.115  .769
279 2 45.941  .769
280 4 78.576 1.111
281 4 82.710  .588
282 1 41.528  .909
282 1 42.497  .909
282 1 44.490 1.250
282 1 46.426 1.111
282 1 51.023  .833
282 1 52.528 1.111
283 4 24.663  .909
283 4 29.446 1.111
283 4 34.042  .909
284 4 22.951 1.250
284 4 32.523  .833
285 1 21.511  .227
285 1 22.716  .161
285 1 24.227  .081
286 1 51.417  .119
287 3 30.760  .909
288 3 64.816 1.000
289 4 20.044  .833
290 2 24.608 1.000
291 1 42.648  .090
292 4 25.936 1.000
293 2 50.732  .074
294 1 37.317  .357
295 1 31.083  .625
296 1 31.283  .909
296 1 34.752  .833
296 1 36.682  .625
296 1 41.840  .667
296 1 43.447  .714
296 1 43.871  .625
297 3 41.205 1.429
298 3 28.977  .909
298 3 32.293  .833
298 3 34.179  .833
298 3 40.504  .909
299 1 60.865  .714
299 1 61.730  .500
299 1 63.682  .588
299 1 64.950  .588
299 1 65.511  .588
300 3 28.958 1.000
300 3 29.311 1.111
301 1 39.324  .833
301 1 44.676  .833
302 1 33.500  .769
303 3 39.584  .769
303 3 48.493  .833
304 1 38.541  .071
304 1 39.176  .069
304 1 39.581  .054
304 1 39.639  .059
304 1 39.715  .048
304 1 41.829  .029
304 1 42.026  .032
304 1 42.089  .028
305 4 41.235 1.111
306 4 21.758 1.250
307 1 60.320  .385
307 1 60.698  .357
307 1 60.835  .333
307 1 61.095  .333
307 1 62.924  .345
308 2 42.374 1.111
309 2 25.785 1.250
310 1 51.354  .294
310 1 52.999  .161
310 1 53.240  .156
310 1 53.837  .054
311 4 21.867  .909
312 1 22.721  .714
312 1 32.255  .714
312 1 32.545  .909
313 4 20.698  .909
314 1 48.876  .161
315 2 35.233 1.250
315 2 37.276 1.111
315 2 39.203  .909
316 4 81.117  .769
317 2 26.327 1.111
317 2 29.317 1.111
318 2 18.779  .833
319 1 58.872  .769
319 1 64.162  .400
319 1 67.351  .139
320 1 32.318 1.000
320 1 32.531 1.000
320 1 33.577  .909
320 1 34.984 1.000
320 1 36.767  .833
320 1 41.577 1.000
320 1 43.975  .909
321 1 51.510 1.111
321 1 59.992  .769
322 1 56.296  .189
322 1 56.632  .115
323 3 33.785  .833
324 1 27.318  .714
325 1 39.751  .435
325 1 47.329  .172
325 1 47.786  .159
326 4 45.325  .909
327 1 54.834  .667
327 1 60.723  .476
327 1 61.807  .417
327 1 62.207  .385
327 1 63.294  .357
328 1 36.539  .909
328 1 37.996  .714
328 1 46.122  .714
329 4 19.283 1.111
329 4 22.475 1.111
330 2 25.306 1.111
331 1 53.257 1.667
332 1 24.074 1.250
332 1 24.192 1.250
332 1 26.765 1.250
332 1 27.893 1.000
333 1 21.314  .714
333 1 24.945  .625
334 4 29.955 1.111
335 4 27.417  .833
335 4 27.420 1.000
335 4 31.097 1.000
336 4 47.014  .667
337 3 82.571  .769
338 4 33.938 1.250
339 1 34.415 1.000
339 1 36.515 1.667
340 1 37.470  .833
340 1 37.714  .769
340 1 38.713  .714
340 1 40.454  .588
340 1 40.715  .588
340 1 42.379  .435
340 1 43.381  .417
340 1 45.862  .172
340 1 46.188  .222
340 1 46.379  .143
341 1 43.754  .128
342 4 36.170 1.000
343 1 45.221  .526
344 1 41.733  .526
345 1 28.523 1.111
345 1 28.980  .909
345 1 29.911  .909
345 1 29.916 1.000
345 1 31.250 1.429
345 1 31.710 1.429
345 1 32.605 1.000
345 1 33.947  .909
345 1 39.748 1.111
346 1 37.785 1.000
346 1 39.077 1.429
346 1 39.288 1.111
346 1 40.756  .833
346 1 43.619 1.000
346 1 44.808 1.000
346 1 46.782  .833
347 1 25.243 1.000
347 1 30.875  .909
348 2 55.554  .667
348 2 57.719  .714
348 2 59.318  .625
348 2 64.457  .625
348 2 64.709  .556
349 2 25.708 1.111
350 4 31.020  .909
351 4 36.474  .714
351 4 37.662  .667
351 4 40.767  .667
352 1 59.047  .323
352 1 60.047  .244
352 1 60.298  .217
352 1 61.298  .192
352 1 61.886  .133
352 1 61.919  .133
353 4 28.493 1.111
354 1 60.517  .769
354 1 61.793  .833
354 1 63.159  .714
354 1 63.318  .769
354 1 69.383  .667
354 1 70.289  .476
354 1 70.324  .909
354 1 71.058  .556
354 1 71.674  .500
355 2 37.254  .714
355 2 44.490 1.000
356 1 45.517 1.000
357 1 45.169  .370
357 1 47.017  .233
357 1 48.019  .172
357 1 48.775  .065
357 1 49.990  .075
358 1 51.080 1.667
358 1 51.896  .526
359 3 27.113  .714
359 3 34.327  .909
360 2 22.650 1.111
360 2 24.652 1.000
360 2 26.916  .833
360 2 29.544 1.000
361 1 31.901  .769
361 1 32.550  .769
361 1 33.807  .769
361 1 35.036  .625
361 1 38.713  .588
361 1 40.449  .526
361 1 41.246  .500
362 1 28.898  .667
362 1 35.910  .667
363 1 21.974  .769
363 1 23.091  .714
364 1 44.194  .132
365 1 37.903  .100
366 1 29.421  .417
366 1 31.069  .357
366 1 32.260  .370
366 1 34.426  .345
366 1 34.880  .270
367 1 38.973  .073
367 1 39.198  .061
368 4 40.879 1.250
369 1 64.134  .179
370 1 34.798  .556
371 1 56.008  .100
372 2 38.815  .090
372 2 40.047  .055
373 1 48.882  .098
374 1 61.144  .370
375 1 42.541  .435
376 1 53.262  .079
377 1 49.993  .067
378 1 48.942  .088
379 1 31.017  .108
380 1 42.396  .132
380 1 42.582  .108
380 1 43.365  .059
381 1 52.646  .123
382 1 32.422  .909
382 1 36.085 1.000
382 1 37.051  .667
382 1 38.294  .667
382 1 40.071  .100
383 1 54.407  .105
384 1 37.525  .556
384 1 38.910  .435
384 1 39.444  .500
384 1 40.093  .435
385 2 54.894  .057
386 1 47.132  .098
386 1 47.691  .075
386 1 48.337  .055
387 1 26.138 1.111
387 1 28.559 1.111
387 1 32.044 1.000
387 1 32.810  .833
387 1 33.955  .909
387 1 40.323  .714
388 1 28.468  .455
389 1 37.654  .476
389 1 41.629  .149
390 1 51.170  .222
391 2 66.064  .455
392 1 48.986  .095
392 1 50.546  .054
393 2 51.379  .074
394 2 59.647  .156
394 2 59.713  .152
395 1 40.252  .141
396 2 30.938 1.000
396 2 32.156  .909
397 1 49.755  .476
397 1 57.722  .109
397 1 58.355  .074
397 1 59.107  .071
397 1 59.351  .038
398 1 28.619 2.000
398 1 28.906 1.667
398 1 32.367 1.111
398 1 35.047  .909
399 1 34.478  .769
400 4 29.829  .714
401 1 46.968  .122
402 1 45.541  .769
403 3 72.118  .833
404 1 45.969  .052
405 1 50.190  .400
406 2 51.001  .278
406 2 52.704  .192
406 2 52.709  .192
407 1 32.523  .833
407 1 34.272  .667
407 1 34.606  .667
407 1 34.634  .667
407 1 35.559  .455
407 1 36.523  .435
407 1 38.768  .270
407 1 38.784  .270
407 1 38.930  .204
407 1 39.187  .238
407 1 39.274  .238
407 1 39.691  .208
407 1 39.923  .222
407 1 39.959  .222
408 1 24.038 1.429
408 1 25.429 1.250
408 1 25.837 1.250
408 1 27.589 1.429
408 1 28.452 1.111
409 1 35.970  .625
410 1 25.426 1.111
411 1 35.669  .556
412 1 41.383  .667
413 1 21.881  .833
413 1 27.587 1.000
413 1 29.520 1.000
414 1 35.121  .500
414 1 35.699  .500
414 1 45.782  .227
415 4 24.411 1.111
416 4 41.689 1.000
417 1 39.849  .435
417 1 42.697  .417
417 1 47.838  .100
418 1 31.822  .833
418 1 32.641  .714
419 1 62.470  .095
420 1 63.507  .051
421 1 35.121  .526
421 1 38.409  .222
422 2 49.185  .909
423 2 24.824 2.000
423 2 28.772 1.000
424 1 38.330  .133
425 2 71.258  .118
426 1 37.903  .714
427 1 34.719  .833
427 1 38.034  .909
427 1 46.710  .476
428 2 23.899 1.111
428 2 29.533  .769
429 1 20.282  .833
429 1 21.133  .909
429 1 36.153 1.000
430 1 40.230  .714
430 1 42.171  .556
430 1 44.994  .103
431 2 39.343 1.429
432 1 48.876  .357
432 1 50.105  .345
433 1 44.090  .833
433 1 45.405  .667
433 1 49.224  .714
433 1 50.593  .714
434 4 25.760 1.429
435 4 29.459 1.000
436 2 20.679  .909
437 1 18.390 1.111
437 1 20.008 1.111
437 1 24.550 1.250
437 1 24.991 1.429
438 2 19.710 1.111
438 2 20.964 1.111
439 1 44.709  .063
440 4 36.211 1.000
441 1 28.457  .054
442 2 74.574  .833
442 2 78.678  .833
443 1 51.118  .086
444 1 32.805  .667
444 1 33.919  .435
445 2 34.949  .833
446 1 44.375  .588
447 4 49.500 1.111
448 2 57.889  .588
449 1 71.228 1.111
450 2 37.169  .714
451 1 59.526  .064
451 1 61.528  .058
452 1 42.801  .417
452 1 44.003  .556
452 1 52.419  .137
452 1 52.471  .130
452 1 52.553  .128
453 3 42.212  .667
454 1 35.088  .833
455 1 31.699  .769
455 1 35.034  .769
455 1 36.342  .769
455 1 38.587  .714
456 2 18.396 1.250
457 4 19.671 1.250
458 2 29.580 1.250
458 2 29.607 1.111
459 2 27.543 1.000
460 2 24.019 1.000
460 2 24.862 1.000
460 2 26.385 1.250
461 2 35.118  .909
462 2 50.445  .833
463 2 27.351  .714
464 2 30.423 1.111
464 2 30.571 1.429
464 2 32.482 1.250
464 2 32.925 1.111
464 2 33.210 1.250
465 1 40.227  .625
466 1 48.805  .063
467 1 24.635  .769
467 1 25.363 1.250
467 1 26.595  .833
467 1 28.183 1.000
467 1 29.547  .909
467 1 30.533 1.429
467 1 31.937  .833
467 1 32.589  .625
467 1 33.035  .714
467 1 33.854  .714
467 1 34.089  .714
467 1 37.747  .357
468 1 32.684 1.667
468 1 33.046 1.111
468 1 33.238 1.000
468 1 34.042 1.000
468 1 34.407  .909
469 1 53.002  .074
470 3 67.814  .909
471 4 41.719  .833
472 4 45.870 1.250
473 1 39.964 1.250
473 1 40.156 1.111
473 1 40.635 1.250
473 1 40.802  .769
473 1 40.977  .909
474 1 41.522  .476
474 1 41.643  .588
475 1 30.229  .667
475 1 32.548  .769
475 1 32.966  .833
475 1 33.832  .588
475 1 34.864  .667
475 1 35.880  .625
475 1 37.949  .714
475 1 38.349  .769
475 1 39.546  .714
475 1 39.984  .667
476 1 48.438  .526
476 1 56.192  .278
477 2 40.353  .769
477 2 41.235 1.000
477 2 42.820 1.111
478 1 44.372  .625
478 1 46.478  .909
479 1 62.678  .455
480 3 51.828  .833
481 2 28.227 1.250
481 2 29.279 1.250
482 1 27.326 1.000
483 1 46.563  .588
483 1 48.140  .714
483 1 48.786  .769
483 1 51.485  .556
483 1 52.290  .476
483 1 53.158  .400
483 1 53.213  .476
484 1 31.661  .769
484 1 31.745  .769
484 1 32.123  .714
484 1 33.125  .714
484 1 34.533  .769
484 1 34.913  .526
484 1 35.143  .588
484 1 35.658  .625
485 2 56.652  .909
485 2 60.055  .625
485 2 60.246 1.000
485 2 60.778  .833
486 1 35.291  .714
487 2 29.470 1.111
488 4 34.965  .909
489 1 30.877 1.000
489 1 31.899 1.000
489 1 33.013 1.000
490 1 33.725  .909
490 1 34.472 1.000
491 1 77.328  .256
491 1 79.995  .256
492 1 37.243  .556
492 1 38.015  .500
492 1 38.138  .556
492 1 38.289  .526
492 1 38.543  .588
492 1 38.716  .526
492 1 39.044  .588
492 1 39.233  .588
492 1 39.491  .556
493 1 27.066 1.111
494 1 41.495  .357
494 1 41.848  .435
494 1 42.825  .294
494 1 43.302  .256
494 1 43.573  .250
494 1 43.918  .244
495 1 38.346  .435
495 1 41.864  .263
495 1 42.004  .156
495 1 42.489  .149
496 1 36.849  .909
497 2 31.170 1.250
498 1 56.411  .476
498 1 56.956  .400
498 1 57.451  .357
498 1 57.955  .385
499 1 28.287 1.667
499 1 28.682  .769
499 1 29.788  .833
499 1 30.185 1.250
500 1 38.686  .833
501 1 30.568 1.111
501 1 31.398  .909
501 1 32.397 1.250
501 1 33.399 1.111
501 1 35.398 1.250
501 1 37.399 1.111
501 1 38.398 1.111
501 1 39.860  .909
501 1 40.408 1.000
501 1 41.325  .769
502 2 39.869 1.111
503 1 56.496  .370
503 1 56.794  .294
503 1 57.043  .385
503 1 57.084  .385
503 1 57.311  .323
503 1 57.446  .323
503 1 57.585  .250
503 1 57.826  .238
503 1 58.256  .192
504 1 28.216  .909
505 1 41.125  .455
505 1 41.604  .417
505 1 42.628  .357
505 1 43.598  .313
505 1 44.372  .200
505 1 44.575  .196
505 1 44.824  .200
506 1 22.601 1.429
506 1 26.615 1.111
506 1 27.020 1.000
506 1 27.231  .833
506 1 29.194 1.250
506 1 30.546 1.111
507 4 18.264 1.111
508 4 25.977 1.111
509 1 34.059  .769
509 1 34.168  .769
509 1 34.574  .833
509 1 35.187  .769
510 1 60.646 1.000
510 1 61.002  .909
510 1 61.279  .909
510 1 61.760  .769
510 1 61.892  .833
510 1 62.086  .909
510 1 62.264  .909
510 1 62.294  .909
511 1 37.295  .714
